Numero di iscrizione all'albo,Denominazione,Data iscrizione,Numero delibera,Data cessazione,Municipalità,Attività,Scopo / intenti,Indirizzo,Email,Sito web,Presidente,Data domanda,Protocollo domanda,Telefono,Fiscale codice,Iva partita
2131,COMITATO SAN GERARDO SAGREDO,14-04-03,50,24-09-15,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,Promozione di attività culturali e di spettacolo in tutte le sue forme,Via Paruta 18 30126 - Mestre - Venezia,,,Cecchetti Roberto,25-03-03,PG/2003/123842,41961510,3414140271,
2132,VENICE SPORT PROJECT,14-04-03,,,CHIRIGNAGO ZELARINO,Sport,,,,,,,,,,
2133,BANGLADESH ASSOCIATION VENICE,14-04-03,50,,MARGHERA,Solidarietà / Promozione sociale,"Contribuire allo sviluppo, alla diffusione ed alla promozione dello sport",Via Gallia 17 30174 - Mestre - Venezia,,,Giupponi Mirco,03-04-03,PG/2003/139686,,90104000279,0
2134,NAZIONALE MUTILATI INVALIDI DEL LAVORO,05-06-03,50,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"Svolgere attività culturali, sociali e formative a favore dalla comunità del bangladeshi, dare assistenza e informazione ai cittadini del bangladeshi",Via Varè Giovanni Battista 3/B/4 30175 - Marghera - Venezia,,,Miah Muslem,19-03-03,PG/2003/115549,,90104740270,
2135,RANAZZURRA,05-06-03,71,,LIDO PELLESTRINA,Sport,"Assistenza morale e materiale dei mutilati ed invalidi del lavoro, delle vedove e degli orfani dei caduti del lavoro",Via Cappuccina 185 30172 - Mestre - Venezia,,,Ghion Lino,10-04-03,PG/2003/150968,,90106540272,0
2136,ACCADEMIA INTERNAZIONALE DI SCIENZE AMBIENTALI,05-06-03,71,,MESTRE CARPENEDO,Tutela dell'ambiente,Esercizio attività sportiva ed in particolare nuoto e tennis,Via Sandro Gallo 30126 - Lido - Venezia,,,Gesua Sive Salvadori Gabriele,28-03-02,PG/2002/128004,415262222,1770780268,1770780268
2137,CENTRO MINIBASKET LIDO,05-06-03,71,,LIDO PELLESTRINA,Sport,Promuovere e valorizzare levoluzione armonica delluomo e dellambiente,Corso del Popolo 67/9 30172 - Mestre - Venezia,,,Esquivel Perez Adolfo,28-04-03,PG/2003/170696,,90105480272,0
2138,ASCOM VENEZIA,05-06-03,71,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,Propagandare e promuovere il gioco della pallacanestro,Via Malamocco 14 c/o Palestra F. Olivi 30126 - Lido - Venezia,,,Jop Luigino,21-03-03,PG/2003/118609,,3445910270,0
2139,POOL GESTIONE IMPIANTO SPORTIVO DI MURANO SACCA S.MATTIA,05-06-03,71,,VENEZIA MURANO BURANO,Sport,"Promuovere, tutelare gli interessi morali, economici e sociali degli operatori del settore, coordinare e favorire le relazioni fra soci",San Marco 4785 30124 - Venezia,,,Magliocco Roberto,23-04-03,PG/2003/167369,,94017150270,0
2140,FONDAMENTA OVEST,05-06-03,71,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,Attività sportiva ed in particolare la formazione e la  preparazione di squadre di calcio,Impianto Sportivo Sacca San Mattia 30141 - Murano - Venezia,centrosportivosanmattiamurano@gmail.com,,De Biasi  Roberto,29-04-03,PG/2003/173003,415274288,94055460276,0
2141,COMITATO S.MARGHERITA,05-06-03,71,,VENEZIA MURANO BURANO,Tutela dell'ambiente,Promuovere attività culturali e sociali con particolare riferimento allarea di Cannaregio Ovest,Cannaregio 762 30121 - Venezia,,,Domestici Giuliana,23-04-03,PG/2003/166233,,94055750270,0
2142,LA SETTIMA STANZA,05-06-03,71,,VENEZIA MURANO BURANO,Cultura,"Tutelare il centro storico da ogni tipo di inquinamento ambientale , tutelare la salute dei cittadini del centro storico",Dorsoduro 3062/A 30123 - Venezia,,,Scapinelli Orsina,22-04-03,PG/2003/165189,,94054720274,0
2143,MYOSOTIS COO.SOCIALE (ONLUS),05-06-03,71,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Assume la poesia come sapere centrale alla formazione sia estetica che etica della soggettività,Dorsoduro 1723 30123 - Venezia,graziams@libero.it,,Grazia Sterlocchi,24-04-03,PG/2003/169604,,94055330271,
2144,CAPOEIRA ANGOLA CENTER ITALIA,05-06-03,71,,VENEZIA MURANO BURANO,Cultura,"Perseguire linteresse generale della comunità nella promozione umana e ambientale, allintegrazione sociale dei cittadini attraverso lo svolgimento di attività finalizzate allinserimento lavorativo delle persone svantaggiate",Via Rampa Cavalcavia 15 30172 - Mestre - Venezia,,,Bardella Luca,08-05-03,PG/2003/186189,415316557,,3429730272
2145,CENTRO YOGA DHARMA,23-07-03,71,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"Divulgare la cultura afro-brasiliana in genere e della capoeira angola, della sambo di roda e del maqulelè in particolare",San Martino Destra 551 30142 - Burano - Venezia,,,Quemual Alves Manuel,23-05-03,PG/2003/210787,41719156,94055740271,0
2146,BLOW UP,23-07-03,113,,VENEZIA MURANO BURANO,Cultura,"Promozione, coordinamento di iniziative culturali, educative, espressive quali : yoga, meditazione, terapie naturali ecc.",Via Genova 14/16 30172 - Mestre - Venezia,,,Fuzzi Oliviero,09-06-03,PG/2003/233546,,94055520277,0
2147,VENEZIA OTTOCENTO (CENTRO STUDI SULLE PROVINCE VENETE IN ETÀ NAPOLEONICA ED AUSTRIACA,23-07-03,113,,VENEZIA MURANO BURANO,Cultura,Produzione materiale video/fotografico/creativo di tipo artistico/culturale,Cannaregio 4174 30121 - Venezia,,,Pellegrini Giovanni,24-04-03,PG/2003/170092,,94054280279,0
2148,CENTRO SATHYA SAI DI MESTRE,23-07-03,113,,MARGHERA,Cultura,Incentivare e promuovere gli studi sulla storia di Venezia e delle provincie venete nel periodo compreso fra il 1797 e il 1866,Cannaregio 5514 30121 - Venezia,,,Bernardello Adolfo,17-06-03,PG/2003/248153,,94056040275,0
2149,PASSERELLA S.ANNA,23-07-03,113,,VENEZIA MURANO BURANO,Tutela dell'ambiente,"Ala spirituale: organizzare canti devozionali di gruppo, corsi formazione spirituale  ala educativa: organizzare circoli di studio sui valori umani, ecc.",Via Fabbris 1 30175 - Marghera,centro.sal.mestre@sathyasai,,Mariagrazia Zanchin,20-06-03,PG/2003/252857,,90034270273,0
2150,A.S.D. POOL VENEZIA ALVISIANA,23-07-03,113,23-12-14,VENEZIA MURANO BURANO,Sport,Consentire ai singoli soci di mantenere in efficienza le strutture dapprodo consegnate dal Comune di Venezia,Castello 509/A c/o Rioda Aldo 30122 - Venezia,,,Rioda Aldo,02-07-03,PG/2003/270353,,94056170270,0
2151,ANFFAS MESTRE ONLUS,23-07-03,,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,,,,,,,,,,
2152,CENTRO CALCOGRAFICO 3C APS,23-07-03,113,,MESTRE CARPENEDO,Cultura,Solidarietà sociale nel campo dellassistenza della promozione e sollecitazione della ricerca scientifica ecc.,Via Cima DAsta 8 30174 - Mestre - Venezia,anffas.mestre@tin.it,www.anffasmestreonlus.it,Peroni Lazzari Graziella,19-06-03,PG/2003/251843,41616438,90099600273,0
2153,I RAGAZZI DELLA PANCHINA,23-07-03,113,05-11-14,MARGHERA,Cultura,"Promuovere e favorire la conoscenza e la diffusione dellarte grafica, organizzando incontri, mostre, convegni ecc.",Via Milano 40 c/o Benvenuti 30172 - Mestre - Venezia,circolocalcografico3c@gmail.com,www.circolocalcografico3c.blogspot.it,Favaro Gianni,07-05-03,PG/2003/184906,,90106400279,0
2154,CULTURALE CORO FANIS DI VENEZIA,23-07-03,,,MESTRE CARPENEDO,Cultura,,,,,,,,,,
2155,BARCHETTA BRUM BRUM,23-07-03,113,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Valorizzazione e la divulgazione dei canti legati alla cultura della montagna e popolare,Via Fedeli 38 30172 - Mestre - Venezia,,,Dariol Antonio,04-07-03,PG/2003/274569,,94049120275,0
2156,VIVIFAVARO,13-07-03,113,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"Progettare, realizzare, sviluppare e diffondere progetti, interventi o iniziative in risposta ai problemi dellinfanzia. ecc. In particolare dare riposta ai problemi delle famiglie con bambini",Via Torino 65 30172 - Mestre - Venezia,,,Braca Vincenzo,25-06-03,PG/2003/259990,,90106650279,0
2157,WELFARE DEL BANGLADESH (VENEZIA-ITALIA),23-07-03,113,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Svolge attività di utilità sociale a favore di associati e di terzi,Via San Donà 353/A c/o ottica Mini Maxi 30173 - Mestre - Venezia,,,Callisto Pesce,16-05-03,PG/2003/201603,,90105920277,0
2158,M.A.C. DANCE,23-07-03,113,,MESTRE CARPENEDO,Sport,"Mantenere e promuovere attività culturali, educative, sociali del Bangladesh a Venezia ecc.",Via Ca Rossa 4 30173 - Mestre - Venezia,,,Alamgir M. Kabir,16-05-03,PG/2003/201461,,90106320279,0
2159,S E T U,23-07-03,113,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Ricerca dei linguaggi espressivi e delle tecniche della danza  ecc.,Via Paruta 17 30126 - Mestre - Venezia,,,Zuccon Monica,30-06-03,PG/2003/265601,,90059540279,0
2160,PARROCCHIA D.S.PIETRO APOSTOLO,23-07-03,113,,FAVARO VENETO,Solidarietà / Promozione sociale,"Cooperazione di tutti i membri del Bangladesh che risiedono a Venezia, celebrare le feste nazionali del Bangladesh ecc.",Via Ca Rossa 4 30173 - Mestre - Venezia,,,Belal Hossain,17-06-03,PG/2003/248049,,90105760277,0
2161,RAGAMAFA,10-11-03,113,,CHIRIGNAGO ZELARINO,Cultura,,Via San Maurizio 27 30173 - Favaro Veneto - Venezia,,,Volpato Andrea,17-07-03,PG/2003/294332,,9001736273,0
2162,KAIBIGAN - CULTURALE ITALO FILIPPINA,10-11-03,178,,FAVARO VENETO,Cultura,"Sostenere la propria squadra, promuovere iniziative sportive e ricreative, promuovere attività socio-culturali",Via Santa Rita 7 30174 - Mestre - Venezia,,,Salviato Guido,24-06-03,PG/2003/257965,,90107300270,0
2163,IL GIARDINO DI MANUELA,10-11-03,178,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Sviluppare relazioni culturali nel quadro dellunità europea promuovendo i valori della cultura filippina,Via Altinia 60/A 30173 - Favaro Veneto - Venezia,,,De Guzman Jovita,22-07-03,PG/2003/300452,,90100840272,0
2164,ARTISTI DA STRADA,10-11-03,178,,FAVARO VENETO,Cultura,Valorizzazione e assistenza della persona riguardante le attività dirette immediatamente ed in via prevalente alla valorizzazione della persona e della famiglia come nucleo fondamentale della società,Via Motta 139 30173 - Mestre - Venezia,,,Vedovato Daniele,17-03-03,PG/2003/111320,,9010540275,0
2165,A.S. CALCIO MESTRE 2003,10-11-03,178,,MESTRE CARPENEDO,Sport,"Pratica. diffusione, organizzazione, promozione dellattività musicale e della cultura teatrale mimica in costume",Via Orlanda 289 30173 - Favaro Veneto - Venezia,,,Panà Costel,12-08-03,PG/2003/326828,,94056470274,0
2166,ONDA R,10-11-03,178,,MESTRE CARPENEDO,Cultura,"Attività sportive ed in particolare la formazione, la preparazione e la gestione di squadre di calcio ecc.",Via del Sorgo 21/1 30173 - Mestre - Venezia,,,Marani Primo,14-08-03,PG/2003/329931,,90107870272,3493190270
2167,S.ANTONIO - MESTRE,10-11-03,178,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"Pratica, diffusione e promozione della cultura teatrale e musicale e dellespressione artistica nelle sue molteplici forme",Via Aleardo Aleardi 84 30172 - Mestre - Venezia,,,Nanni Silvia,10-10-03,PG/2003/405349,,90108430274,0
2168,ASSOCIAZIONE VENEZIA CITTÀ SOCIALE,10-11-03,178,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"Prestare assistenza, in particolare accoglienza, perseguendo linteresse generale della comunità alla promozione umana ed allintegrazione sociale",Via Aleardo Aleardi 154 30172 - Mestre - Venezia,info@associazionesantantonio.it,,Berti Romano,17-10-03,PG/2003/415261,415311023,90100230276,0
2169,GAZZERA OLIMPIA CHIRIGNAGO,10-11-03,178,,CHIRIGNAGO ZELARINO,Sport,Promuovere e favorire lo sviluppo di culture di pace e attività di solidarietà e promozione sociale,Cannaregio 4722 30121 - Venezia,,,Bruseghin Marco,16-09-03,PG/2003/368540,,94056630273,0
2170,A.S.DI.VE - ASSOCIAZIONE SPORTIVA DILETTANTISTICA DISABILI VENEZIA ONLUS,10-11-03,178,,MARGHERA,Sport,"Organizza attività sportive quali il carlo a 11, il calcetto, il calcio a cinque, latletica leggera, la pallavolo ecc.",Via Calabria 43 30174 - Mestre - Venezia,,,Massimo Sottana,17-07-03,PG/2003/294502,,3470430277,0
2171,SPIAZZI,10-11-03,178,,VENEZIA MURANO BURANO,Cultura,"Praticare, promuovere, incrementare la pratica sportiva, sia agonistica che amatoriale dei disabili e non",Via Palladio 20 30175 - Marghera - Venezia,asdive.russo@gmail.com,,Ernesto Brun,01-09-03,PG/2003/346130,412004618,90030940275,3025110275
2172,F.R.A.T.E.R. - FRANCESCANI RIUNITI PER ATTIVITÀ TERRITORIALI E RELIGIOSE,10-11-03,178,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,Promuovere e diffondere la cultura artistica,Castello 3946 30122 - Venezia,,,Maso Dimitri,10-09-03,PG/2003/359825,,94055490273,0
2173,TANGOBLIVION,10-11-03,178,,VENEZIA MURANO BURANO,Cultura,"Condividere la visione cristiana della città, integrare la personalità nellintenzione di affermare e sviluppare i principi cristiani",Castello 2786 30122 - Venezia,,,Scarmignan Fellino,16-09-03,PG/2003/368314,,94015420279,0
2174,POLISPORTIVA ALEARDI,10-11-03,178,,MESTRE CARPENEDO,Sport,Promuovere e praticare il ballo argentino,Castello 6689/A 30122 - Venezia,info@tangoblivion.it,,Erba Roberta,22-09-03,PG/2003/375999,,94056640272,0
2175,PER LA MUSICA E DANZA ANTICA A VENEZIA,10-11-03,178,,VENEZIA MURANO BURANO,Cultura,"Esercizio attività sportive ed in particolare la formazione, preparazione e gestione di squadre di calcio",Via Roma 49 30172 - Mestre - Venezia,,,Mingardi Enrico,23-09-03,PG/2003/378750,3484715972,90108290272,0
2176,CULTURALE LE BOTTEGHE ARTISTICHE,10-11-03,178,,VENEZIA MURANO BURANO,Cultura,Diffondere la conoscenza del repertorio musicale e coreutico dal medioevo allepoca classica con particolare riferimento al repertorio veneziano e legato a Venezia,Castello 6229 30122 - Venezia,,,Rosa Salva Marco,23-09-03,PG/2003/379499,,94056070272,0
2177,GUARDIA COSTIERA AUSILIARIA - CENTRO REGIONALE DEL VENETO,10-11-03,178,,VENEZIA MURANO BURANO,Protezione civile,"Promuovere la diffusione della cultura cinematografica attraverso proiezioni di film, dibattiti, pubblicazioni ecc.",Viale 4 Novembre 38 30132 - Venezia,,,De Laurentis Vincenzo,25-09-03,PG/2003/382389,,94056300273,0
2178,COMITATO PROVINCIALE FEDERAZIONE ITALIANA ATLETICA LEGGERA DI VENEZIA,10-11-03,178,,CHIRIGNAGO ZELARINO,Sport,"Pattugliare, con mezzi propri, la costa marittima, le aree lagunari, lacustri e fluviali del veneto per assicurare il rispetto delle disposizioni e ordinanze",San Marco - Calle Larga XXII Marzo 2034 30124 - Venezia,,,Scatto Ferruccio,23-09-03,PG/2003/378713,,94047120277,0
2179,LEONCINI ALATI,10-11-03,178,,MESTRE CARPENEDO,Sport,"Promuovere, organizzare, disciplinare e diffondere la pratrica dellatletica leggera",Via del Gazzato 4 30174 - Mestre - Venezia,,,Vito Vittorio,16-09-03,PG/2003/369237,41951609,1384571004,0
2180,FONDAZIONE UGO E OLGA LEVI - CENTRO DI CULTURA MUSICALE SUPERIORE ONLUS,10-11-03,178,,VENEZIA MURANO BURANO,Cultura,Promuovere il minicross,Via Galuppi 8 30171 - Mestre - Venezia,,,Di Lalla Ascanio,17-10-03,PG/2003/415813,,90108690273,0
2181,FESTIVAL GALUPPI,10-11-03,178,,VENEZIA MURANO BURANO,Cultura,Realizzare e incoraggiare iniziative per lincremento degli studi e della cultura musicale,San Marco - San Vidal 2893 Palazzo Giustinian Lolin 30124 - Venezia,,,Croff Davide,29-10-03,PG/2003/430030,41786777,,2956060277
2182,CUORE DI MAMMA,10-11-03,178,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"Promozione, recupero, divulgazione della musicale, teatrale ecc.",San Marco 3972 Calle SantAndrea 30124 - Venezia,,,Benedettelli Alessio,30-10-03,PG/2003/431632,,94040750278,0
2183,ISLA DE TANGO,10-11-03,178,,MESTRE CARPENEDO,Cultura,"Promuove integrazione sociale e culturale dei soci, attività di integrazione sociale , creare un ponte tra la comunità moldava, i cittadini italiani e le istituzioni",Via Baldassarre Galuppi 8 30171 - Mestre - Venezia,,,Popescu Nadejda,31-10-03,PG/2003/434061,,90108960270,0
2184,CAVALCALUPI,10-11-03,178,,MESTRE CARPENEDO,Cultura,"Promuovere, coordinare e gestire iniziative a carattere culturale, ricreativo, educativo, didattico, sociale ecc. volte alla diffusione e conoscenza della musica, della danza e della cultura sudamericana",Via Montre Piana 39 30171 - Mestre - Venezia,,,Bellemo Gianfranco,28-10-03,PG/2003/428480,,94056800272,0
2185,ARTISTICA ENZO D'AMBROSI,10-11-03,178,,LIDO PELLESTRINA,Cultura,"Punto di riferimento e stimolo per gli appassionati del campo ludico, in particolare nel settore dei giochi di ruolo, di arte e letteratura fantasy, organizza incontri ludici e culturali",Via Guido Carrer 270 30173 - Mestre - Venezia,,,Lorenzo Musto,15-10-03,PG/2003/411030,,90108260275,0
2186,CALCIO DILETTANTISTICA JUSPORT DOTTORI COMMERCIALISTI VENEZIA,01-12-03,178,,MESTRE CARPENEDO,Sport,Promuove attività artistiche a livello amatoriale,Via Sandro Gallo 183/C 30126 - Lido - Venezia,,,Somma Chiara,05-11-03,PG/2003/439827,,94054170272,0
2187,GRUPPO ANZIANI AUTOGESTITO SOLIDARIETÀ,01-12-03,191,,CHIRIGNAGO ZELARINO,Solidarietà / Promozione sociale,"Esercizio attività sportive ed in particolare la preparazione, gestione, formazione, squadre calcio",Via Forte Marghera 27 30172 - Mestre - Venezia,,,Capone Danilo,12-11-03,PG/2003/451210,,3484870278,0
2188,UNIONE SPORTIVA MESTRINA 1929,01-12-03,191,,CHIRIGNAGO ZELARINO,Sport,"Combatterere le emarginazioni, costruire momenti di vita sociale, favorire tutte le iniziative volte a creare un vivere positivo e solidale",Via Ciardi 45/b 30174 - Mestre - Venezia,gruppoanzianisolidarieta@gmail.com,,Bora Giancarlo,13-11-03,PG/2003/454429,,90109130279,0
2189,FONDAZIONE GABRIELE EMILIA BIANCHI ONLUS,01-12-03,191,,VENEZIA MURANO BURANO,Cultura,"Esercizio attività sportive in particolare formazione, preparazione e gestione squadre di calcio ecc.",Via Castellana 93 30174 - Mestre - Venezia,,,Lazzaro Giuseppe,26-11-03,PG/2003/471784,,90109410275,0
2190,BUSSOLA,23-02-04,191,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,Valorizzare le produzione musicale e diffondere le attività di studio e ricerca della fondazione,Castello 6281 c/o Verardo Pietro 30122 - Venezia,,,Bianchi Emilia,28-11-03,PG/2003/476206,412775414,90079590270,0
2191,CONOSCERE SE STESSI,23-02-04,20,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"Promozione della creatività,della libera aggregazione e della diffusione culturale tra i giovani",San Mauro 16 30142 - Burano - Venezia,,,Ragazzo Matteo,03-11-03,PG/2003/434864,,94056670279,0
2192,MAMMA CASETTA,23-02-04,20,,VENEZIA MURANO BURANO,Cultura,Diffondere il messaggio di Prem Rawat sulla conoscenze di se stessi;  promuovere una migliore conoscenza di se stesso nellessere umano; compiere atti di beneficenza,Cannaregio 1989 30121 - Venezia,,,Chiarion Italo,02-12-03,PG/2003/80570,,90109560277,0
2193,CAMERA PER LA COOPERAZIONE ED INCENTIVO AL PARTENARIATO,23-02-04,20,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,Iniziative atte a sostenere la creazione di un luogo dincontro genitore-bambino,Dorsoduro 1993 c/o Egger Natascha 30123 - Venezia,,,Eggert Natascha,19-11-03,PG/2003/462643,,94056960274,0
2194,CULTURALE SRAZZ,23-02-04,20,,CHIRIGNAGO ZELARINO,Cultura,"Sostenere la carta dei diritti fondamentali dellunione europea; contribuire alla realizzazione di uno sviluppo civico, dignitoso e armonioso della società",Castello 1334 30122 - Venezia,azro@iol.it,,Alzetta Giorgio,09-12-03,PG/2003/491179,41795186,94051920273,0
2195,"SPORTIVA VIAL ""LE SCHIRATE""",23-02-04,20,,MESTRE CARPENEDO,Sport,Perseguire finalità ricreative culturali attraverso la gestione di attività artistiche ecc.; proporre e garantire i servizi di assistenza sociale e culturale ecc.,Via Selvanese 34 30174 - Mestre - Venezia,,,Saviolo Michele,17-12-03,PG/2003/505121,,90097790274,0
2196,MARCONDIRONDELLO,23-02-04,20,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"Attività inerenti larrampicata sportiva promozionale, amatoriale ed agonistica, altri sport montani e altre attività psicomotorie atletiche e sportive dilettantistiche",Via Rampa Cavalcavia 15 30172 - Mestre - Venezia,,,Bardella Luca,18-12-03,PG/2003/507643,415316557,90109800277,0
2197,VENEZIA VERTICALE,23-02-04,20,12-11-18,VENEZIA MURANO BURANO,Sport,Svolge attività di promozione e gestione di servizi innovativi per linfanzia centri e servizi innovativi per giovani,Fondamenta Sebastiano Venier 12 30141 - Murano - Venezia,,,Morassi Giovanna,19-12-03,PG/2003/510559,,94057130273,0
2198,È SOLO L'INIZIO,23-02-04,,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,,,,,,,,,,
